Date_mada;pm2,5_atm_a;pm2,5_atm_b;Soanierana;Humidity;Temperature
08/14/2023 14:00:00;8,583;7,663;8,123;40,334;79,733
08/14/2023 15:00:00;11,89;10,497;11,1935;47,4;76,133
08/14/2023 16:00:00;13,634;12,768;13,201;53,566;72,767
08/14/2023 17:00:00;15,294;14,637;14,9655;58,1;69,233
08/14/2023 18:00:00;23,792;22,471;23,1315;58,3;67,966
08/14/2023 19:00:00;17,308;14,96;16,134;57,6;68,666
08/14/2023 20:00:00;17,701;16,085;16,893;57,666;68,867
08/14/2023 21:00:00;7,695;6,672;7,1835;60,8;67,233
08/14/2023 22:00:00;17,738;15,931;16,8345;64,933;66,2
08/14/2023 23:00:00;5,261;4,531;4,896;64,633;66
08/15/2023 00:00:00;4,348;3,698;4,023;64,8;66
08/15/2023 01:00:00;3,674;2,942;3,308;64,9;66,367
08/15/2023 02:00:00;3,319;2,849;3,084;63,867;67,1
08/15/2023 03:00:00;5,638;4,908;5,273;63,034;67,567
08/15/2023 04:00:00;5,873;5,088;5,4805;62,833;67
08/15/2023 05:00:00;8,846;7,948;8,397;61,467;67
08/15/2023 06:00:00;16,079;14,857;15,468;59,934;67,534
08/15/2023 07:00:00;27,407;25,378;26,3925;59,1;68,5
08/15/2023 08:00:00;20,807;19,438;20,1225;52,666;72,467
08/15/2023 09:00:00;11,955;10,986;11,4705;48,633;74,233
08/15/2023 10:00:00;21,787;20,404;21,0955;44,633;77
08/15/2023 11:00:00;31,221;29,91;30,5655;42,4;79,2
08/15/2023 12:00:00;39,375;37,716;38,5455;40,8;79,933
08/15/2023 13:00:00;29,519;27,864;28,6915;38,2;81,733
08/15/2023 14:00:00;10,323;9,316;9,8195;33,334;83,566
08/15/2023 15:00:00;10,828;9,815;10,3215;32,534;82,767
08/15/2023 16:00:00;17,662;16,599;17,1305;39,3;79,367
08/15/2023 17:00:00;32,975;31,845;32,41;43,166;76,966
08/15/2023 18:00:00;47,992;46,897;47,4445;47,434;74,2
08/15/2023 19:00:00;45,471;43,794;44,6325;50,534;73,034
08/15/2023 20:00:00;42,628;41,037;41,8325;51;73
08/15/2023 21:00:00;33,65;32,435;33,0425;52,533;72,133
08/15/2023 22:00:00;23,396;21,797;22,5965;57,7;69,534
08/15/2023 23:00:00;21,635;20,167;20,901;59,566;69,334
08/16/2023 00:00:00;20,962;19,501;20,2315;61,233;68
08/16/2023 01:00:00;22,444;20,879;21,6615;64,433;67,267
08/16/2023 02:00:00;20,804;19,248;20,026;65,733;66,8
08/16/2023 03:00:00;26,557;26,105;26,331;66,066;66,8
08/16/2023 04:00:00;38,816;38,298;38,557;65,4;66,966
08/16/2023 05:00:00;56,726;55,207;55,9665;65,867;66,2
08/16/2023 06:00:00;83,712;78,905;81,3085;66,1;65,8
08/16/2023 07:00:00;98,896;92,727;95,8115;60,834;69,9
08/16/2023 08:00:00;89,365;83,306;86,3355;43,6;80,967
08/16/2023 09:00:00;62,221;58,502;60,3615;40,7;81,4
08/16/2023 10:00:00;37,259;36,073;36,666;36,3;82,566
08/16/2023 11:00:00;22,945;21,565;22,255;32,867;84,633
08/16/2023 12:00:00;15,149;13,511;14,33;31,666;85,333
08/16/2023 13:00:00;13,195;12,091;12,643;31,3;84,278
08/16/2023 14:00:00;16,259;15,333;15,796;31,575;82,4
08/16/2023 15:00:00;22,544;21,017;21,7805;35,989;80,278
08/16/2023 16:00:00;30,064;28,877;29,4705;38,633;78,267
08/16/2023 17:00:00;41,956;40,014;40,985;41,2;76,5
08/16/2023 18:00:00;55,268;52,381;53,8245;44,4;74,6
08/16/2023 19:00:00;25,748;24,124;24,936;50,434;71,4
08/16/2023 20:00:00;14,785;13,209;13,997;57,767;68,667
08/16/2023 21:00:00;11,283;9,751;10,517;61,334;67,434
08/16/2023 22:00:00;9,602;8,433;9,0175;60,633;66,767
08/16/2023 23:00:00;11,252;10,011;10,6315;61,767;65,7
08/17/2023 00:00:00;13,857;11,998;12,9275;61,9;65,8
08/17/2023 01:00:00;17,832;16,899;17,3655;60,833;64,834
08/17/2023 02:00:00;20,416;19,191;19,8035;61,2;64
08/17/2023 03:00:00;23,499;21,966;22,7325;63,167;63,267
08/17/2023 04:00:00;29,245;27,58;28,4125;62,433;63,767
08/17/2023 05:00:00;34,584;33,438;34,011;62;64,334
08/17/2023 06:00:00;45,176;43,923;44,5495;62;65
08/17/2023 07:00:00;24,543;22,829;23,686;61,3;65,2
08/17/2023 08:00:00;13,081;11,556;12,3185;59,033;66,434
08/17/2023 09:00:00;16,459;15,198;15,8285;55,767;68,25
08/17/2023 10:00:00;15,817;14,53;15,1735;50,534;71,633
08/17/2023 11:00:00;15,729;14,649;15,189;47,608;73,6
08/17/2023 12:00:00;9,349;8,266;8,8075;45,633;74,633
08/17/2023 13:00:00;7,088;6,595;6,8415;46,8;73,967
08/17/2023 14:00:00;3,724;3,125;3,4245;46,766;73,9
08/17/2023 15:00:00;6,604;5,837;6,2205;46,834;74,066
08/17/2023 16:00:00;11,764;10,87;11,317;47,867;72,7
08/17/2023 17:00:00;23,95;21,918;22,934;54,2;69,034
08/17/2023 18:00:00;19,601;18,063;18,832;59,333;66,334
08/17/2023 19:00:00;15,96;14,307;15,1335;62,666;65,233
08/17/2023 20:00:00;7,361;6,425;6,893;63,933;65
08/17/2023 21:00:00;1,821;1,432;1,6265;63,9;64,533
08/17/2023 22:00:00;1,286;0,92;1,103;64,934;64
08/17/2023 23:00:00;0,654;0,437;0,5455;65,5;63,933
08/18/2023 00:00:00;0,502;0,396;0,449;64,8;64,034
08/18/2023 01:00:00;0,255;0,129;0,192;64,567;64
08/18/2023 02:00:00;0,687;0,429;0,558;64,7;64
08/18/2023 03:00:00;2,24;1,826;2,033;65,633;64
08/18/2023 04:00:00;9,335;8,205;8,77;66;64
08/18/2023 05:00:00;14,976;14,066;14,521;66,233;63,966
08/18/2023 06:00:00;21,951;20,128;21,0395;65,466;64
08/18/2023 07:00:00;22,339;20,756;21,5475;62,534;65,133
08/18/2023 08:00:00;12,134;10,692;11,413;59;66,666
08/18/2023 09:00:00;15,932;14,334;15,133;56,233;68,8
08/18/2023 10:00:00;17,007;15,326;16,1665;52,7;71,367
08/18/2023 11:00:00;13,905;13,122;13,5135;49,1;73,1
08/18/2023 12:00:00;11,322;10,14;10,731;47,4;74,8
08/18/2023 13:00:00;8,472;7,82;8,146;46;75,567
08/18/2023 14:00:00;7,969;7,216;7,5925;46,767;74,867
08/18/2023 15:00:00;9,806;8,752;9,279;47,3;74,9
08/18/2023 16:00:00;11,841;10,969;11,405;51,834;71,934
08/18/2023 17:00:00;17,663;15,619;16,641;55,367;69,833
08/18/2023 18:00:00;24,214;22,31;23,262;58,333;67,966
08/18/2023 19:00:00;16,84;15,322;16,081;59,467;67,034
08/18/2023 20:00:00;8,896;8,018;8,457;61,133;66,8
08/18/2023 21:00:00;5,722;4,638;5,18;61,2;66,467
08/18/2023 22:00:00;5,881;5,051;5,466;60,633;66,5
08/18/2023 23:00:00;6,798;5,945;6,3715;60;67
08/19/2023 00:00:00;8,47;7,542;8,006;60,934;66,466
08/19/2023 01:00:00;6,145;5,119;5,632;62,034;64,934
08/19/2023 02:00:00;4,655;3,975;4,315;60,267;64,966
08/19/2023 03:00:00;6,771;6,043;6,407;59,334;65
08/19/2023 04:00:00;10,233;9,099;9,666;58,534;65
08/19/2023 05:00:00;8,39;7,263;7,8265;56,133;65
08/19/2023 06:00:00;33,897;33,386;33,6415;56,3;65,267
08/19/2023 07:00:00;27,653;25,519;26,586;50;70,1
08/19/2023 08:00:00;20,847;18,712;19,7795;39,7;77,167
08/19/2023 09:00:00;27,614;25,547;26,5805;40,466;76,466
08/19/2023 10:00:00;25,253;23,756;24,5045;37,767;77,733
08/19/2023 11:00:00;36,567;35,1;35,8335;33,967;82,533
08/19/2023 12:00:00;16,374;15,313;15,8435;27,966;84,2
08/19/2023 13:00:00;9,261;8,401;8,831;25,733;85,034
08/19/2023 14:00:00;8,13;7,172;7,651;24,534;84,666
08/19/2023 15:00:00;8,892;8,142;8,517;24;84,534
08/19/2023 16:00:00;9,039;8,29;8,6645;25,434;81,934
08/19/2023 17:00:00;19,021;17,611;18,316;34,8;78,166
08/19/2023 18:00:00;33,441;31,65;32,5455;37,3;74,8
08/19/2023 19:00:00;31,245;30,081;30,663;36,2;73,434
08/19/2023 20:00:00;25,061;23,869;24,465;39,9;71,566
08/19/2023 21:00:00;28,229;27,053;27,641;48,597;70,411
08/19/2023 22:00:00;25,605;23,81;24,7075;52,5;69,966
08/19/2023 23:00:00;26,259;24,505;25,382;54,867;69,466
08/20/2023 00:00:00;26,087;23,82;24,9535;55,466;69,466
08/20/2023 01:00:00;28,536;26,838;27,687;55,933;69,034
08/20/2023 02:00:00;34,947;33,796;34,3715;56,767;68,767
08/20/2023 03:00:00;41,538;40,686;41,112;57,9;68,584
08/20/2023 04:00:00;39,052;38,163;38,6075;58,234;67,6
08/20/2023 05:00:00;48,37;47,272;47,821;59,2;66,334
08/20/2023 10:00:00;52,984;50,781;51,8825;38,15;80,9
08/20/2023 11:00:00;41,466;39,743;40,6045;32,434;83,466
08/20/2023 12:00:00;25,778;24,405;25,0915;27,7;86,166
08/20/2023 13:00:00;33,352;32,041;32,6965;27,767;86,166
08/20/2023 14:00:00;26,184;24,663;25,4235;28,934;84,333
08/20/2023 15:00:00;29,186;27,306;28,246;29,5;84,3
08/20/2023 16:00:00;32,02;30,227;31,1235;31,666;82,166
08/20/2023 17:00:00;40,234;38,558;39,396;36,567;78,667
08/20/2023 18:00:00;76,566;72,12;74,343;38,933;76,733
08/20/2023 19:00:00;31,95;30,187;31,0685;50,334;73,633
08/20/2023 20:00:00;28,705;26,489;27,597;55,133;72
08/20/2023 21:00:00;25,942;24,049;24,9955;55,466;71,434
08/20/2023 22:00:00;18,942;17,005;17,9735;57;69,934
08/20/2023 23:00:00;19,568;18,135;18,8515;60,433;68,434
08/21/2023 00:00:00;19,02;17,537;18,2785;62,966;67,133
08/21/2023 01:00:00;17,915;16,138;17,0265;63,533;66,233
08/21/2023 02:00:00;19,318;18,203;18,7605;63;65,534
08/21/2023 03:00:00;25,605;24,198;24,9015;63,8;64,966
08/21/2023 04:00:00;26,906;25,974;26,44;61,334;64,034
08/21/2023 05:00:00;39,838;39,047;39,4425;60,133;64,9
08/21/2023 06:00:00;53,956;52,129;53,0425;58,733;65
08/21/2023 07:00:00;48,062;46,785;47,4235;53,034;69,1
08/21/2023 08:00:00;43,02;41,574;42,297;39,8;77,2
08/21/2023 09:00:00;32,726;31,586;32,156;33,967;78,466
08/21/2023 10:00:00;32,887;31,361;32,124;31,134;81,334
08/21/2023 11:00:00;36,828;35;35,914;29,75;84
08/21/2023 12:00:00;28,609;27,434;28,0215;25,816;85,566
08/21/2023 13:00:00;28,79;27,355;28,0725;25,334;86,567
08/21/2023 14:00:00;27,639;26,047;26,843;24,767;85,967
08/21/2023 15:00:00;29,852;28,492;29,172;32,066;82,667
08/21/2023 16:00:00;29,675;27,977;28,826;33,467;79,966
08/21/2023 17:00:00;31,72;29,834;30,777;41,6;76,166
08/21/2023 18:00:00;43,492;41,788;42,64;50,1;73,7
08/21/2023 19:00:00;34,233;32,355;33,294;54,533;71,466
08/21/2023 20:00:00;22,06;20,06;21,06;57,5;70,5
08/21/2023 21:00:00;29,843;28,385;29,114;58,875;69,625
08/21/2023 22:00:00;28,77;26,977;27,8735;58,305;69,084
08/21/2023 23:00:00;24,359;22,042;23,2005;58,916;69
08/22/2023 00:00:00;24,162;22,52;23,341;59,233;68,5
08/22/2023 01:00:00;20,846;19,562;20,204;59,633;67,066
08/22/2023 02:00:00;21,64;19,486;20,563;60,367;65,466
08/22/2023 03:00:00;18,879;17,517;18,198;61,3;64,367
08/22/2023 04:00:00;32,352;30,963;31,6575;61,133;64
08/22/2023 05:00:00;39,888;38,992;39,44;61,834;64
08/22/2023 06:00:00;54,899;53,028;53,9635;61,6;64,066
08/22/2023 07:00:00;42,55;41,487;42,0185;59,133;66,3
08/22/2023 08:00:00;33,67;32,405;33,0375;47,834;72,3
08/22/2023 09:00:00;32,391;31,011;31,701;44,233;73,5
08/22/2023 10:00:00;28,072;26,7;27,386;40,2;75,466
08/22/2023 11:00:00;23,37;21,537;22,4535;36,667;78,034
08/22/2023 12:00:00;20,015;18,521;19,268;37,1;77,767
08/22/2023 13:00:00;18,49;16,752;17,621;37,434;77,567
08/22/2023 14:00:00;17,766;16,514;17,14;36,467;77,767
08/22/2023 15:00:00;19,006;17,637;18,3215;36,2;77,534
08/22/2023 16:00:00;24,097;22,499;23,298;37,5;75,966
08/22/2023 17:00:00;34,722;32,978;33,85;41,334;72,666
08/22/2023 18:00:00;34,047;32,23;33,1385;46,3;70,434
08/22/2023 19:00:00;32,84;31,09;31,965;50,233;68,867
08/22/2023 20:00:00;29,394;28,285;28,8395;53,867;67,034
08/22/2023 21:00:00;27,399;25,801;26,6;58,233;65,334
08/22/2023 22:00:00;28,854;27,527;28,1905;59,934;64,767
08/22/2023 23:00:00;23,605;22,148;22,8765;60,767;63,733
08/23/2023 00:00:00;19,772;18,874;19,323;61,5;62,534
08/23/2023 01:00:00;24,718;23,898;24,308;62,1;62
08/23/2023 02:00:00;27,321;26,368;26,8445;61,833;61,233
08/23/2023 03:00:00;26,872;25,592;26,232;60,133;61
08/23/2023 04:00:00;31,177;30,065;30,621;59,8;61
08/23/2023 05:00:00;36,919;35,748;36,3335;62,467;61,067
08/23/2023 06:00:00;37,902;36,951;37,4265;61,567;62,3
08/23/2023 07:00:00;29,244;27,709;28,4765;60,633;63,267
08/23/2023 08:00:00;22,147;20,374;21,2605;50,467;69,8
08/23/2023 09:00:00;24,791;23,359;24,075;46,233;71,1
08/23/2023 10:00:00;30,001;28,227;29,114;45,733;70,867
08/23/2023 11:00:00;19,996;17,752;18,874;42,5;72,767
08/23/2023 12:00:00;13,903;12,633;13,268;40,434;75,1
08/23/2023 13:00:00;10,375;9,21;9,7925;41,867;74,334
08/23/2023 14:00:00;9,199;8,268;8,7335;38,447;75
08/23/2023 15:00:00;11,777;10,555;11,166;38,166;75,1
08/23/2023 16:00:00;12,857;11,598;12,2275;43,05;73,005
08/23/2023 17:00:00;22,651;20,645;21,648;49,8;68,167
08/23/2023 18:00:00;32,962;32,44;32,701;52,767;65,633
08/23/2023 19:00:00;23,715;22,487;23,101;56,2;64,767
08/23/2023 20:00:00;24,214;23,024;23,619;59,633;63,9
08/23/2023 21:00:00;12,151;10,819;11,485;61,133;63
08/23/2023 22:00:00;11,329;10,441;10,885;63,867;62,067
08/23/2023 23:00:00;13,282;12,899;13,0905;64,3;62
08/24/2023 00:00:00;9,556;8,451;9,0035;63,5;61,966
08/24/2023 01:00:00;7,075;6,161;6,618;63,666;61,867
08/24/2023 02:00:00;6,283;5,294;5,7885;63,4;62
08/24/2023 03:00:00;6,796;5,946;6,371;62,733;62,467
08/24/2023 04:00:00;11,74;10,447;11,0935;62,5;62
08/24/2023 05:00:00;26,688;25,799;26,2435;61,566;62,733
08/24/2023 06:00:00;43,699;42,573;43,136;61,8;62,367
08/24/2023 07:00:00;26,781;25,712;26,2465;58,666;64,534
08/24/2023 08:00:00;14,535;13,116;13,8255;54,833;67
08/24/2023 09:00:00;18,349;16,358;17,3535;52,733;68,567
08/24/2023 10:00:00;13,834;12,883;13,3585;46,166;73,2
08/24/2023 11:00:00;12,805;11,183;11,994;43,133;74,5
08/24/2023 12:00:00;10,904;10,082;10,493;39,7;76,567
08/24/2023 13:00:00;10,668;9,744;10,206;37,6;77,233
08/24/2023 14:00:00;8,686;8,006;8,346;35,6;78,434
08/24/2023 15:00:00;14,774;13,688;14,231;37,3;77,2
08/24/2023 16:00:00;17,485;16,387;16,936;41,333;74,9
08/24/2023 17:00:00;21,689;19,584;20,6365;50,733;70,3
08/24/2023 18:00:00;26,301;24,308;25,3045;54,5;67,8
08/24/2023 19:00:00;20,904;19,153;20,0285;57,166;67
08/24/2023 20:00:00;9,236;8,376;8,806;57,4;66,066
08/24/2023 21:00:00;5,162;4,504;4,833;57,967;65,5
08/24/2023 22:00:00;6,691;6,168;6,4295;61,633;64,367
08/24/2023 23:00:00;5,439;4,793;5,116;63,767;63,2
08/25/2023 00:00:00;4,809;4,055;4,432;64,034;62,567
08/25/2023 01:00:00;6,572;5,415;5,9935;64,3;62,4
08/25/2023 02:00:00;5,626;4,853;5,2395;62,966;62,767
08/25/2023 03:00:00;9,229;8,418;8,8235;63,334;62
08/25/2023 04:00:00;24,188;23,339;23,7635;64,833;61,6
08/25/2023 05:00:00;33,579;32,318;32,9485;63,1;62,633
08/25/2023 06:00:00;32,7;30,951;31,8255;61,2;63,166
08/25/2023 07:00:00;27,585;26,49;27,0375;58,7;64,733
08/25/2023 08:00:00;11,435;10,075;10,755;54,933;67,067
08/25/2023 09:00:00;12,681;11,489;12,085;50,166;70,467
08/25/2023 10:00:00;11,73;10,814;11,272;44,034;74,933
08/25/2023 11:00:00;14,782;13,655;14,2185;38,733;78,566
08/25/2023 12:00:00;13,857;12,476;13,1665;39,066;78,534
08/25/2023 13:00:00;5,476;4,641;5,0585;41;76,834
08/25/2023 14:00:00;6,066;5,41;5,738;40,334;77
08/25/2023 15:00:00;5,909;5,014;5,4615;39,867;77,534
08/25/2023 16:00:00;8,103;7,223;7,663;41,567;75,767
08/25/2023 17:00:00;12,929;11,816;12,3725;48,5;72,033
08/25/2023 18:00:00;26,057;24,035;25,046;56;69,233
08/25/2023 19:00:00;16,976;15,543;16,2595;59,367;67,867
08/25/2023 20:00:00;10,104;8,545;9,3245;60,433;67,166
08/25/2023 21:00:00;5,732;4,828;5,28;61,433;67
08/25/2023 22:00:00;3,799;3,224;3,5115;61,867;66,8
08/25/2023 23:00:00;4,692;4,155;4,4235;62,4;66,2
08/26/2023 00:00:00;2,34;1,907;2,1235;61,567;65,7
08/26/2023 01:00:00;1,112;0,891;1,0015;63,7;64,867
08/26/2023 02:00:00;0,813;0,52;0,6665;63,834;64,6
08/26/2023 03:00:00;1,806;1,51;1,658;67,2;64
08/26/2023 04:00:00;4,918;4,072;4,495;65,6;63,166
08/26/2023 05:00:00;11,284;9,825;10,5545;63,367;61,5
08/26/2023 06:00:00;20,041;18,758;19,3995;60,933;60,666
08/26/2023 07:00:00;17,035;15,524;16,2795;51,6;67,333
08/26/2023 08:00:00;13,136;11,834;12,485;40,433;73,567
08/26/2023 09:00:00;24,515;22,646;23,5805;49,2;69,733
08/26/2023 10:00:00;26,039;24,585;25,312;53,033;69,1
08/26/2023 11:00:00;20,479;19,056;19,7675;50,334;71,967
08/26/2023 12:00:00;12,345;11,137;11,741;45,233;74,133
08/26/2023 13:00:00;5,952;5,28;5,616;48,633;72,566
08/26/2023 14:00:00;4,687;4,035;4,361;46,033;72,867
08/26/2023 15:00:00;7,209;6,325;6,767;42,6;74,767
08/26/2023 16:00:00;13,634;12,271;12,9525;43,567;72,867
08/26/2023 17:00:00;23,345;21,716;22,5305;48,633;71,133
08/26/2023 18:00:00;34,667;32,914;33,7905;51,933;69,2
08/26/2023 19:00:00;31,785;30,303;31,044;58,667;67,1
08/26/2023 20:00:00;33,827;33,056;33,4415;60,8;66
08/26/2023 21:00:00;24,014;22,982;23,498;60;66
08/26/2023 22:00:00;14,434;13,164;13,799;61,1;66
08/26/2023 23:00:00;6,97;6,047;6,5085;60,767;65,767
08/27/2023 00:00:00;7,101;6,219;6,66;63,2;64,466
08/27/2023 01:00:00;6,435;5,465;5,95;64,2;64,4
08/27/2023 02:00:00;7,402;6,345;6,8735;65,267;63,6
08/27/2023 03:00:00;10,727;9,41;10,0685;65;62,9
08/27/2023 04:00:00;32,927;31,055;31,991;63,834;63,4
08/27/2023 05:00:00;8,674;7,498;8,086;61,966;63,566
08/27/2023 06:00:00;22,05;20,86;21,455;61,533;63
08/27/2023 07:00:00;26,081;24,497;25,289;60,1;63,7
08/27/2023 08:00:00;28,834;27,585;28,2095;57,8;65,2
08/27/2023 09:00:00;31,132;29,875;30,5035;53,534;67,966
08/27/2023 10:00:00;15,442;14,184;14,813;46,067;73,1
08/27/2023 11:00:00;12,848;11,613;12,2305;42,667;74,933
08/27/2023 12:00:00;7,146;6,239;6,6925;40;77,133
08/27/2023 13:00:00;5,724;5,111;5,4175;38,067;78,4
08/27/2023 14:00:00;5,078;4,239;4,6585;37,466;78,2
08/27/2023 15:00:00;4,621;4,119;4,37;36,966;78,2
08/27/2023 16:00:00;8,086;6,95;7,518;39,534;75,733
08/27/2023 17:00:00;19,303;18,409;18,856;44,1;72,5
08/27/2023 18:00:00;27,455;25,463;26,459;49,4;70,166
08/27/2023 19:00:00;26,761;24,714;25,7375;53,834;68,433
08/27/2023 20:00:00;14,994;13,227;14,1105;57,867;66,534
08/27/2023 21:00:00;9,552;8,431;8,9915;62,2;64,933
08/27/2023 22:00:00;6,943;5,99;6,4665;62,067;64,834
08/27/2023 23:00:00;4,503;3,824;4,1635;59,367;64,3
08/28/2023 00:00:00;4,511;3,772;4,1415;60,867;63,367
08/28/2023 01:00:00;6,915;6,194;6,5545;63,334;62,166
08/28/2023 02:00:00;6,303;5,705;6,004;63,733;61,4
08/28/2023 03:00:00;6,308;5,712;6,01;63,966;60,5
08/28/2023 04:00:00;20,551;19,436;19,9935;64,867;59,433
08/28/2023 05:00:00;25,643;24,123;24,883;66,6;58,433
08/28/2023 06:00:00;33,181;31,777;32,479;67;58,7
08/28/2023 07:00:00;29,271;27,488;28,3795;55,933;65,833
08/28/2023 08:00:00;14,315;12,934;13,6245;43,233;72,6
08/28/2023 09:00:00;15,046;14,023;14,5345;41,733;73,167
08/28/2023 10:00:00;19,177;17,67;18,4235;38,791;73,575
08/28/2023 11:00:00;22,183;20,797;21,49;35,1;76,334
08/28/2023 12:00:00;9,24;8,153;8,6965;32,633;77,4
08/28/2023 13:00:00;3,605;2,97;3,2875;31,767;77,667
08/28/2023 14:00:00;7,108;6,304;6,706;31,534;77,267
08/28/2023 15:00:00;9,787;9,066;9,4265;33,3;75,267
08/28/2023 16:00:00;14,716;13,604;14,16;37,367;73,1
08/28/2023 17:00:00;24,858;23,383;24,1205;41,266;70,4
08/28/2023 18:00:00;27,957;25,91;26,9335;47,567;67,467
08/28/2023 19:00:00;20,788;19,782;20,285;53,133;65,2
08/28/2023 20:00:00;14,678;13,024;13,851;56,733;63,633
08/28/2023 21:00:00;15,159;13,224;14,1915;59,433;62,633
08/28/2023 22:00:00;10,548;9,219;9,8835;60,5;62
08/28/2023 23:00:00;6,412;5,493;5,9525;60,034;61,367
08/29/2023 00:00:00;4,339;3,602;3,9705;59,867;60,567
08/29/2023 01:00:00;3,895;3,306;3,6005;60,333;60
08/29/2023 02:00:00;4,641;3,905;4,273;61,233;60
08/29/2023 03:00:00;7,596;6,307;6,9515;60,9;59,966
08/29/2023 04:00:00;15,986;15,25;15,618;60,567;60
08/29/2023 05:00:00;33,385;31,605;32,495;60,966;60,034
08/29/2023 06:00:00;36,535;34,709;35,622;61,6;60,867
08/29/2023 07:00:00;24,727;23,245;23,986;59,434;63,067
08/29/2023 08:00:00;16,945;15,621;16,283;52,666;66,966
08/29/2023 09:00:00;22,061;19,924;20,9925;48,733;69,5
08/29/2023 10:00:00;17,87;16,222;17,046;47,167;71,867
08/29/2023 11:00:00;15,063;14,046;14,5545;48,633;71,3
08/29/2023 12:00:00;5,421;4,934;5,1775;47,834;71,9
08/29/2023 13:00:00;4,383;3,705;4,044;48,167;70,666
08/29/2023 14:00:00;3,688;3,043;3,3655;48,966;70,5
08/29/2023 15:00:00;8,679;7,931;8,305;50,7;69,767
08/29/2023 16:00:00;12,607;10,962;11,7845;54,5;67,433
08/29/2023 17:00:00;27,133;25,392;26,2625;54,133;65,3
08/29/2023 18:00:00;32,489;30,659;31,574;57,034;63,6
08/29/2023 19:00:00;24,023;22,814;23,4185;58,1;63,167
08/29/2023 20:00:00;9,104;8,071;8,5875;59,2;63
08/29/2023 21:00:00;2,208;1,738;1,973;61,067;62,666
08/29/2023 22:00:00;1,04;0,811;0,9255;61,933;62,133
08/29/2023 23:00:00;0,537;0,324;0,4305;62,334;62,034
08/30/2023 00:00:00;2,115;1,622;1,8685;63,534;62
08/30/2023 01:00:00;2,663;2,213;2,438;62,9;62
08/30/2023 02:00:00;0,567;0,402;0,4845;62,933;61,267
08/30/2023 03:00:00;1,781;1,528;1,6545;62,066;61
08/30/2023 04:00:00;5,47;5,014;5,242;60,9;60,533
08/30/2023 05:00:00;6,28;5,416;5,848;60,9;60
08/30/2023 06:00:00;11,934;11,101;11,5175;60,7;59,933
08/30/2023 07:00:00;13,063;11,729;12,396;59;60,666
08/30/2023 08:00:00;11,408;10,175;10,7915;56,233;62,267
08/30/2023 09:00:00;15,916;14,796;15,356;54,6;63,4
08/30/2023 10:00:00;22,352;20,662;21,507;50,034;66,367
08/30/2023 11:00:00;20,715;19,336;20,0255;45,7;69,4
08/30/2023 12:00:00;9,981;9,015;9,498;42,8;71,4
08/30/2023 13:00:00;6,272;5,434;5,853;41,883;73,066
08/30/2023 14:00:00;5,059;4,373;4,716;42;73,3
08/30/2023 15:00:00;6,604;5,688;6,146;44,533;70,633
08/30/2023 16:00:00;10,925;9,669;10,297;49,034;67,267
08/30/2023 17:00:00;24,063;22,297;23,18;51,5;65,2
08/30/2023 18:00:00;29,989;28,725;29,357;52,867;64,3
08/30/2023 19:00:00;11,651;10,555;11,103;55,3;62,5
08/30/2023 20:00:00;4,534;3,829;4,1815;57,2;61,666
08/30/2023 21:00:00;3,68;2,972;3,326;59,2;61,334
08/30/2023 22:00:00;4,087;3,452;3,7695;60,4;61
08/30/2023 23:00:00;2,691;2,17;2,4305;60,933;61
08/31/2023 00:00:00;0,997;0,716;0,8565;59,567;60,666
08/31/2023 01:00:00;0,339;0,231;0,285;59;59,867
08/31/2023 02:00:00;0,185;0,084;0,1345;59,2;58,966
08/31/2023 03:00:00;1,655;1,213;1,434;59,433;58,633
08/31/2023 04:00:00;11,466;10,421;10,9435;60,267;57,033
08/31/2023 05:00:00;20,463;19,232;19,8475;61,267;55,666
08/31/2023 06:00:00;27,89;25,651;26,7705;60,533;56,267
08/31/2023 07:00:00;13,303;12,492;12,8975;47,3;66,133
08/31/2023 08:00:00;10,317;9,021;9,669;43,166;68,733
08/31/2023 09:00:00;13,73;12,542;13,136;44,7;68,466
08/31/2023 10:00:00;14,354;13,283;13,8185;38,6;73,166
08/31/2023 11:00:00;10,639;9,805;10,222;37,2;75,034
08/31/2023 12:00:00;8,38;7,367;7,8735;37,3;75,434
08/31/2023 13:00:00;6,286;5,319;5,8025;38;74,567
08/31/2023 14:00:00;6,989;6,183;6,586;38,034;74,4
08/31/2023 15:00:00;5,978;5,294;5,636;38,267;73,466
08/31/2023 16:00:00;10,604;9,719;10,1615;40,9;71,334
08/31/2023 17:00:00;18,029;16,912;17,4705;45,334;67,533
08/31/2023 18:00:00;28,866;27,694;28,28;48,666;65,566
08/31/2023 19:00:00;30,571;29,05;29,8105;53,267;64,367
08/31/2023 20:00:00;13,01;11,896;12,453;59;62,7
08/31/2023 21:00:00;11,179;9,863;10,521;60,933;62,767
08/31/2023 22:00:00;5,544;4,706;5,125;61,2;62,1
08/31/2023 23:00:00;3,714;3,076;3,395;61,067;62
09/01/2023 00:00:00;3,775;3,356;3,5655;61,1;61,933
09/01/2023 01:00:00;3,583;2,945;3,264;61,034;61,267
09/01/2023 02:00:00;4,245;3,567;3,906;62,267;60,433
09/01/2023 03:00:00;5,364;4,868;5,116;63;59,5
09/01/2023 04:00:00;10,825;9,756;10,2905;63,567;59
09/01/2023 05:00:00;35,984;34,393;35,1885;64,034;58,867
09/01/2023 06:00:00;41,665;40,487;41,076;60,333;60,9
